,lat,lng,district_name,group,metric,gp_ratio,ch_ratio,gp_num,ch_num
18727,50.8324253530242,-2.86721116674719,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18734,50.8459226553515,-2.83868253089736,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18736,50.8369244537999,-2.8636400884967,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18738,50.7919334460423,-2.86373439842393,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18742,50.8481722057393,-2.89924485757249,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18743,50.7806856941029,-2.83173868976712,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18746,50.8324253530242,-2.83871807586567,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18773,50.8144289499211,-2.82808463496338,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
18784,50.8211776010848,-2.84586923254975,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19081,50.816678500309,-2.92420995902302,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19134,50.8301758026363,-2.82091667375299,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19140,50.7739370429393,-2.82464306444438,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19143,50.8324253530242,-2.87789607582776,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19144,50.8121793995332,-2.93845392960185,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19166,50.8301758026363,-2.80667081486294,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19167,50.8234271514726,-2.820937007597,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19170,50.8301758026363,-2.86365425042314,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19192,50.8076802987575,-2.79250642634215,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19208,50.7896838956544,-2.84950559153785,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19221,50.8009316475938,-2.83880090774332,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19236,50.7671883917756,-2.85667283023019,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19250,50.816678500309,-2.93133082974097,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19262,50.8369244537999,-2.85651612909339,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19268,50.8144289499211,-2.77824094070728,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19274,50.8189280506969,-2.91708694448576,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19388,50.8144289499211,-2.95981439835452,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19536,50.8391740041878,-2.82088954977694,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19543,50.8099298491454,-2.92777528103567,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19556,50.8121793995332,-2.88861263580719,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19574,50.7874343452666,-2.83527815380548,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19584,50.778436143715,-2.88510778301728,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19585,50.8481722057393,-2.85292795783782,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19612,50.8189280506969,-2.94913240626642,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19649,50.7941829964302,-2.8174663089993,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19667,50.8121793995332,-2.94201402201576,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19670,50.760439740612,-2.86024411667783,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19700,50.8256767018605,-2.88859153927068,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19739,50.816678500309,-2.8245177689718,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19751,50.7649388413878,-2.85667787473823,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19766,50.7761865933272,-2.87799675784294,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
19865,50.8234271514726,-2.78888845812214,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20050,50.7761865933272,-2.91712763005325,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20080,50.7806856941029,-2.82106560698424,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20097,50.8189280506969,-2.78178388363408,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20100,50.8391740041878,-2.88500827507505,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20108,50.8189280506969,-2.88148087584058,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20113,50.8054307483696,-2.78183583314623,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20124,50.7761865933272,-2.92068498207236,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
20130,50.8009316475938,-2.86371555579672,Dorset,61,0.0,0.018050397493181686,0.0,39816,0.0
