,lat,lng,District
3382,-1.0712854,50.8135909,City of Portsmouth (B)
3383,-1.072078,50.807968,City of Portsmouth (B)
3384,-1.3352864,52.5741281,Hinckley and Bosworth District (B)
3385,-1.5059408,52.9183336,City of Derby (B)
3386,1.350019,51.9607145,East Suffolk District
3387,-0.6900863,52.4988217,North Northamptonshire
3388,-2.1371578,52.2478604,Bromsgrove District
3389,-0.0850552,51.3811624,Croydon London Boro
3390,-1.0160188,50.85335,Havant District (B)
3391,-2.459041,50.7530749,Dorset
3392,-0.8711121,50.8419972,Chichester District
3393,-1.2574871,50.7113455,Isle of Wight
3394,-0.753863,51.165548,Waverley District (B)
3395,-1.3277338,50.9418641,Eastleigh District (B)
3396,-0.3082065,51.3821151,Elmbridge District (B)
3397,-0.3052591,51.3833225,Elmbridge District (B)
3398,-0.3027548,51.3849768,Elmbridge District (B)
3399,-0.9404525,51.0151966,Chichester District
3400,-0.533097,50.811789,Arun District
3401,-1.2176307,52.9714929,City of Nottingham (B)
3402,-3.0220861,53.3501246,Wirral District (B)
3403,-1.782569,51.225294,Wiltshire
3404,-1.798845,52.480759,Birmingham District (B)
3405,-0.0924298,51.3817953,Croydon London Boro
3406,-0.0899673,51.3677625,Croydon London Boro
3407,-0.3832713,51.5110549,Ealing London Boro
3408,-0.4629578,51.7648124,Dacorum District (B)
3409,-2.9826192,53.8512585,Blackpool (B)
3410,-1.081002,50.821869,City of Portsmouth (B)
3411,-2.9256941,53.3782828,Liverpool District (B)
3412,-2.970339,53.390099,Liverpool District (B)
3413,-2.90341,53.545384,Sefton District (B)
3414,-2.820541,52.523753,Shropshire
3415,0.2060115,51.5561338,Havering London Boro
3416,-2.313834,51.753289,Gloucester District (B)
3417,-4.1891069,50.4822874,West Devon District (B)
3418,-2.2512367,53.6989342,Rochdale District (B)
3419,-0.2408441,51.4714619,Richmond upon Thames London Boro
3420,-0.177818,50.837749,The City of Brighton and Hove (B)
3421,-2.4896175,52.6860841,Telford and Wrekin (B)
3422,1.174233,51.080517,Folkestone and Hythe District
3423,-2.3486795,51.6843542,South Gloucestershire
3424,-2.2360325,51.7683512,Gloucester District (B)
3425,-2.3645823,51.8307351,Tewkesbury District (B)
3426,-2.0949476,52.5101661,Dudley District (B)
3427,-2.15778,52.501177,Dudley District (B)
3428,0.303004,50.8063367,Eastbourne District (B)
3429,0.2714754,50.7769961,Eastbourne District (B)
3430,0.2793667,50.777085,Eastbourne District (B)
3431,-0.1648628,50.8323622,The City of Brighton and Hove (B)
3432,-4.102705,50.360776,City of Plymouth (B)
3433,-2.06717,52.444169,Dudley District (B)
3434,-2.3033057,53.401083,Manchester District (B)
3435,-2.1566435,52.257466,Bromsgrove District
3436,-2.1487609,52.8980578,City of Stoke-on-Trent (B)
3437,-0.135057,53.478046,North East Lincolnshire (B)
3438,-0.090806,53.556341,North East Lincolnshire (B)
3439,-2.123296,53.04977,City of Stoke-on-Trent (B)
3440,-2.1701271,52.5002108,Dudley District (B)
3441,-1.730608,50.733712,"Bournemouth, Christchurch and Poole"
3442,-2.4174329,53.5761577,Bolton District (B)
3443,0.040637,51.559455,Redbridge London Boro
3444,-2.3336682,52.3716101,Wyre Forest District
3445,-2.7200305,52.2233724,County of Herefordshire
3446,0.8957859,51.8410959,Colchester District (B)
3447,-2.2162153,52.1354561,County of Herefordshire
3448,-1.715192,53.832476,Bradford District (B)
3449,-2.09961,50.70987,Dorset
3450,-2.024673,50.624353,Dorset
3451,-2.1339989,51.465047,Wiltshire
3452,0.5895485,50.8600031,Hastings District (B)
3453,-3.021258,53.638556,Sefton District (B)
3454,0.2653881,50.7602238,Eastbourne District (B)
3455,-3.564532,50.4396681,Torbay (B)
3456,0.580788,51.914127,Braintree District
3457,1.3032786,52.9263971,North Norfolk District
3458,-2.1357514,53.2525569,Cheshire East (B)
3459,-3.100135,53.3271574,Wirral District (B)
3460,-3.1072228,53.3391206,Wirral District (B)
3461,-2.780194,53.727756,South Ribble District (B)
3462,-2.6908311,51.211765,Mendip District
3463,-2.7840627,51.2802181,Sedgemoor District
3464,-2.5356022,51.1823116,Mendip District
3465,-2.4862365,51.2835608,Bath and North East Somerset
3466,-1.081293,53.034451,Gedling District (B)
3467,-1.503104,52.442133,Coventry District (B)
3468,-0.071905,53.51481,North East Lincolnshire (B)
3469,-2.2833625,51.7427579,Gloucester District (B)
3470,0.084053,51.486596,Greenwich London Boro
3471,0.015164,51.536037,Newham London Boro
3472,-0.5380862,50.8115552,Arun District
3473,1.3063931,52.1038155,East Suffolk District
3474,-1.9861282,52.5343595,Sandwell District (B)
3475,-1.8009006,52.4343417,Solihull District (B)
3476,-1.1762549,50.8570133,Fareham District (B)
3477,-1.4124347,53.2236009,North East Derbyshire District
3478,-2.7730269,52.0896045,County of Herefordshire
3479,-1.9197876,52.6368609,Walsall District (B)
3480,-2.4577674,50.620911,Dorset
3481,-1.945328,52.481361,Birmingham District (B)
3482,-3.5105537,50.5395903,Teignbridge District
3483,-0.3608685,50.8199801,Worthing District (B)
3484,-0.4001126,50.8307281,Worthing District (B)
3485,-2.190453,52.091539,Tewkesbury District (B)
3486,-2.1147455,51.4565345,Wiltshire
3487,1.288604,51.119558,Dover District
3488,-2.4741571,53.5343119,Bolton District (B)
3489,-2.5267416,53.5481743,Bolton District (B)
3490,0.056287,51.030633,Wealden District
3491,-0.1256813,51.3438521,Croydon London Boro
3492,0.022524,51.573877,Redbridge London Boro
3493,-1.9799037,52.6079424,Walsall District (B)
3494,0.4727258,50.8429036,Rother District
3495,0.4536782,50.9043668,Rother District
3496,-2.2050229,53.8103212,Burnley District (B)
3497,-1.9343685,52.4148206,Birmingham District (B)
3498,-0.7351785,50.9981932,Chichester District
3499,-0.2952424,53.7561617,City of Kingston upon Hull (B)
3500,-0.3484328,53.7980586,City of Kingston upon Hull (B)
3501,-0.3479147,53.8004246,City of Kingston upon Hull (B)
3502,-0.3486795,53.7995092,City of Kingston upon Hull (B)
3503,-0.3381076,53.7880819,City of Kingston upon Hull (B)
3504,-0.425275,53.72798,East Riding of Yorkshire
3505,-0.9998349,51.2633249,Basingstoke and Deane District (B)
3506,-0.080799,51.275688,Tandridge District
3507,-0.8175123,51.3687313,Bracknell Forest (B)
3508,-1.144014,51.2327346,Basingstoke and Deane District (B)
3509,-0.8308024,51.408371,Wokingham (B)
3510,-4.0479816,51.07034,North Devon District
3511,-2.011508,50.781494,Dorset
3512,0.1170492,51.5806716,Redbridge London Boro
3513,-0.130473,50.869903,The City of Brighton and Hove (B)
3514,-2.6378649,53.6892474,South Ribble District (B)
3515,-2.0919318,55.3527733,Northumberland
3516,-2.349087,53.39356,Trafford District (B)
3517,-3.6643709,50.8093387,Mid Devon District
3518,-0.1676461,51.6129922,Barnet London Boro
3519,-1.989922,50.768734,"Bournemouth, Christchurch and Poole"
3520,-3.0292621,53.6324564,Sefton District (B)
3521,-1.0361474,50.8467015,City of Portsmouth (B)
3522,-0.3704889,51.225727,Mole Valley District
3523,-1.553416,53.8483958,Leeds District (B)
3524,-1.52907,53.84122,Leeds District (B)
3525,-1.853643,50.72519,"Bournemouth, Christchurch and Poole"
3526,-0.516154,50.8138594,Arun District
3527,-1.8512063,53.6016652,Kirklees District (B)
3528,-1.8440801,53.5917331,Kirklees District (B)
3529,-3.042152,53.815279,Blackpool (B)
3530,-2.9323386,53.3755344,Liverpool District (B)
3531,1.3996257,51.2082984,Dover District
3532,-0.124052,51.439589,Lambeth London Boro
3533,-4.511311,50.345425,Cornwall
3534,-0.155852,50.832925,The City of Brighton and Hove (B)
3535,-0.1553568,50.8328598,The City of Brighton and Hove (B)
3536,-0.4481222,53.284923,West Lindsey District
3537,-0.3079934,53.7589493,City of Kingston upon Hull (B)
3538,-0.8650325,53.7454636,East Riding of Yorkshire
3539,-4.1590163,50.4115519,City of Plymouth (B)
3540,0.6813825,51.544398,Southend-on-Sea (B)
3541,-1.79113,52.4912136,Birmingham District (B)
3542,-1.8029672,52.4756183,Birmingham District (B)
3543,0.4727102,50.8385778,Rother District
3544,0.4787903,50.8396629,Rother District
3545,0.5479476,50.8604245,Hastings District (B)
3546,0.475718,50.839023,Rother District
3547,0.2966798,51.3957852,Dartford District (B)
3548,-1.3471484,50.9937993,Winchester District (B)
3549,-2.2532238,53.4241655,Manchester District (B)
3550,-2.876084,54.066397,Lancaster District (B)
3551,-2.808401,51.129426,Sedgemoor District
3552,-0.2870304,53.7665229,City of Kingston upon Hull (B)
3553,0.3210832,51.0622221,Wealden District
3554,-1.0763049,52.9943103,Gedling District (B)
3555,-2.124532,53.533271,Oldham District (B)
3556,1.690918,52.452495,East Suffolk District
3557,-2.9745719,53.736453,Sefton District (B)
3558,-1.9424323,52.4322115,Birmingham District (B)
3559,-1.0977409,51.2639367,Basingstoke and Deane District (B)
3560,-2.6620451,53.6214789,Wigan District (B)
3561,-1.0536809,54.6154629,Redcar and Cleveland (B)
3562,-2.754664,54.334221,Lancaster District (B)
3563,-2.5126688,51.4845929,South Gloucestershire
3564,-1.7279915,52.4697253,Solihull District (B)
3565,-0.044556,50.8016284,The City of Brighton and Hove (B)
3566,-1.4287216,53.3504648,Sheffield District (B)
3567,0.1101417,50.7698823,Lewes District
3568,0.1043698,50.7806352,Lewes District
3569,-1.88565,53.863121,Bradford District (B)
3570,-2.8200296,51.2871203,Sedgemoor District
3571,-4.7124961,50.4733823,Cornwall
3572,-2.6222814,50.9498376,South Somerset District
3573,-2.089851,51.892124,Cheltenham District (B)
3574,-2.996755,51.2421281,Sedgemoor District
3575,0.276044,50.768246,Eastbourne District (B)
3576,-1.401888,53.141946,North East Derbyshire District
3577,-0.1996253,52.2237704,Huntingdonshire District
3578,-0.1724341,51.8760649,Stevenage District (B)
3579,-0.172956,51.875372,Stevenage District (B)
3580,-0.29986,51.7518368,St. Albans District (B)
3581,-0.3562886,51.7271024,St. Albans District (B)
3582,-0.1406162,51.3551602,Croydon London Boro
3583,-1.3150058,50.7637117,Isle of Wight
3584,-1.8922792,52.4435759,Birmingham District (B)
3585,-1.887477,52.158333,Cotswold District
3586,-1.0715645,54.6203016,Redcar and Cleveland (B)
3587,-2.513765,51.514251,South Gloucestershire
3588,-2.557688,51.508133,South Gloucestershire
3589,-2.557688,51.508133,South Gloucestershire
3590,-2.0563925,51.8806115,Cheltenham District (B)
3591,-0.5957399,51.2223247,Guildford District (B)
3592,0.4984442,50.8913918,Rother District
3593,-2.5991389,51.8650905,County of Herefordshire
3594,-3.5790265,50.5505351,Teignbridge District
3595,0.4590925,50.8575645,Rother District
3596,-1.592244,54.938754,Gateshead District (B)
3597,-0.5433669,50.811999,Arun District
3598,0.557285,51.243968,Maidstone District (B)
3599,-2.504463,51.465359,South Gloucestershire
3600,-1.4950453,51.7874657,West Oxfordshire District
3601,-0.3236622,51.2350475,Mole Valley District
3602,1.14338,52.062697,Ipswich District (B)
3603,-0.4382355,51.525852,Ealing London Boro
3604,-1.7959542,51.5508777,Swindon (B)
3605,-0.6357561,51.4818107,Windsor and Maidenhead (B)
3606,0.2828315,50.7742553,Eastbourne District (B)
3607,-0.42239,51.651307,Watford District (B)
3608,-0.3740543,51.5323381,Ealing London Boro
3609,-0.626113,51.318481,Woking District (B)
3610,-2.899839,52.843932,Shropshire
3611,-2.0451795,52.3710392,Bromsgrove District
3612,-1.9213144,52.3807312,Bromsgrove District
3613,-1.880351,52.458659,Birmingham District (B)
3614,-0.985288,52.176048,West Northamptonshire
3615,-0.159079,51.611055,Barnet London Boro
3616,-0.9007376,52.2688754,West Northamptonshire
3617,-0.9007516,52.2689025,West Northamptonshire
3618,-0.8847496,52.2519219,West Northamptonshire
3619,-0.8822055,52.2464854,West Northamptonshire
3620,-1.0698879,52.7007073,Charnwood District (B)
3621,-1.1346787,52.7458535,Charnwood District (B)
3622,-0.3350607,53.2405076,West Lindsey District
3623,-2.1994645,53.0525889,City of Stoke-on-Trent (B)
3624,-1.745629,52.479564,Solihull District (B)
3625,-1.5067,55.1267974,Northumberland
3626,-0.686737,52.36539,North Northamptonshire
3627,1.166581,52.774159,Broadland District
3628,-2.2532238,53.4241655,Manchester District (B)
3629,-2.218941,52.786639,South Staffordshire District
3630,-1.909512,52.390567,Bromsgrove District
3631,-2.122007,52.39778,Bromsgrove District
3632,-4.17509,50.3832708,City of Plymouth (B)
3633,-2.4098231,52.8739182,Shropshire
3634,-1.45591,53.402361,Sheffield District (B)
3635,-1.5133905,55.1259706,Northumberland
3636,-1.4480993,54.5133751,Darlington (B)
3637,-1.2799752,50.7540854,Isle of Wight
3638,-1.3840907,53.4442158,Rotherham District (B)
3639,-2.3545626,53.4516731,Trafford District (B)
3640,1.5819998,52.5661568,Broadland District
3641,-2.922668,53.379466,Liverpool District (B)
3642,-2.84043,53.408829,Knowsley District (B)
3643,-2.84043,53.408829,Knowsley District (B)
3644,-3.0584515,53.387404,Wirral District (B)
3645,-0.8597368,50.7649613,Chichester District
3646,-1.4707341,53.2450967,North East Derbyshire District
3647,-1.072766,53.1920035,Newark and Sherwood District
3648,-1.7642172,52.8743747,East Staffordshire District (B)
3649,-1.1043803,52.6626785,City of Leicester (B)
3650,-2.7064866,53.7720306,Preston District (B)
3651,-2.707809,53.449661,St. Helens District (B)
3652,0.5416271,50.8879138,Hastings District (B)
3653,0.5594227,50.8563957,Hastings District (B)
3654,0.5593586,50.856523,Hastings District (B)
3655,0.559788,50.856316,Hastings District (B)
3656,0.5617227,50.8602487,Hastings District (B)
3657,0.5415087,50.8862615,Hastings District (B)
3658,0.5415885,50.8861608,Hastings District (B)
3659,0.5617227,50.8602487,Hastings District (B)
3660,0.5561438,50.8616573,Hastings District (B)
3661,0.5741154,50.8832171,Hastings District (B)
3662,0.5811303,50.883314,Hastings District (B)
3663,-1.2024535,53.2809447,Bassetlaw District
3664,-1.8678748,52.378562,Bromsgrove District
3665,-1.6297631,54.8234977,County Durham
3666,-1.2914122,50.8622293,Fareham District (B)
3667,-2.422618,53.420718,Trafford District (B)
3668,-1.021553,53.128509,Newark and Sherwood District
3669,-1.021553,53.128509,Newark and Sherwood District
3670,-1.021553,53.128509,Newark and Sherwood District
3671,-1.021553,53.128509,Newark and Sherwood District
3672,-2.93376,53.439801,Liverpool District (B)
3673,-2.93376,53.439801,Liverpool District (B)
3674,-2.8906781,53.5765626,Sefton District (B)
3675,-1.2003463,53.1502204,Newark and Sherwood District
3676,-0.429414,51.965592,Central Bedfordshire
3677,-0.4669088,51.7529748,Dacorum District (B)
3678,-0.4263388,51.9170502,Luton (B)
3679,-0.4578051,51.7555889,Dacorum District (B)
3680,-1.2077026,53.1591868,Newark and Sherwood District
3681,-3.5353081,50.7292287,Exeter District (B)
3682,1.6679858,52.5884812,Great Yarmouth District (B)
3683,-0.4019551,52.7056185,Rutland
3684,-2.03978,52.5395317,Sandwell District (B)
3685,1.3806447,52.8148824,North Norfolk District
3686,0.1954786,51.5859813,Havering London Boro
3687,-0.9980167,52.4376564,West Northamptonshire
3688,-0.731461,52.587513,Rutland
3689,-0.7154794,51.3335769,Surrey Heath District (B)
3690,-0.2017352,53.7392707,East Riding of Yorkshire
3691,0.0269364,53.7306854,East Riding of Yorkshire
3692,-1.4733383,52.4874016,Nuneaton and Bedworth District (B)
3693,-2.9210959,53.9265732,Lancaster District (B)
3694,-3.05241,53.7960891,Blackpool (B)
3695,-4.12735,50.384604,City of Plymouth (B)
3696,-3.5004494,50.54938,Teignbridge District
3697,-2.8341608,54.1732275,Lancaster District (B)
3698,1.3990016,51.3858247,Thanet District
3699,-0.500744,51.392992,Spelthorne District (B)
3700,-0.50588,51.347835,Woking District (B)
3701,-0.527383,51.372098,Surrey Heath District (B)
3702,-0.557152,51.4010284,Surrey Heath District (B)
3703,-0.509859,51.38631,Spelthorne District (B)
3704,-0.410166,51.379577,Elmbridge District (B)
3705,-0.564942,51.319726,Woking District (B)
3706,-0.5273627,51.3652732,Surrey Heath District (B)
3707,-0.5271,51.364506,Surrey Heath District (B)
3708,-0.559079,51.4019244,Surrey Heath District (B)
3709,-0.5251142,51.3641658,Woking District (B)
3710,-0.5314397,51.3887044,Spelthorne District (B)
3711,-0.6124638,51.347554,Surrey Heath District (B)
3712,-0.527383,51.372098,Surrey Heath District (B)
3713,-0.274055,51.424088,Richmond upon Thames London Boro
3714,-0.086359,51.287128,Tandridge District
3715,-0.15652,51.170906,Reigate and Banstead District (B)
3716,-0.534155,51.366698,Surrey Heath District (B)
3717,-0.559891,51.407204,Windsor and Maidenhead (B)
3718,-0.416004,51.382399,Elmbridge District (B)
3719,-0.520791,51.374408,Surrey Heath District (B)
3720,-1.045654,50.846855,City of Portsmouth (B)
3721,-2.9436739,53.4659543,Liverpool District (B)
3722,-1.070021,54.611914,Redcar and Cleveland (B)
3723,-0.869202,52.248097,West Northamptonshire
3724,-0.8651832,52.2500092,West Northamptonshire
3725,-0.601276,52.289912,North Northamptonshire
3726,-0.727636,52.413039,North Northamptonshire
3727,-0.921824,52.274995,West Northamptonshire
3728,-2.2181574,51.3180689,Wiltshire
3729,-2.4901197,51.4608346,South Gloucestershire
3730,-2.295997,53.550811,Bury District (B)
3731,-1.1421982,50.7927669,Gosport District (B)
3732,-4.3184244,50.826302,Cornwall
3733,-1.416299,50.648642,Isle of Wight
3734,-3.048024,53.794339,Blackpool (B)
3735,-1.3988716,50.9397717,City of Southampton (B)
3736,-1.670049,53.79255,Leeds District (B)
3737,-1.6331044,53.7550736,Leeds District (B)
3738,-0.493293,53.551733,North Lincolnshire (B)
3739,-0.657304,53.587333,North Lincolnshire (B)
3740,-1.081684,53.78144,East Riding of Yorkshire
3741,1.0475105,52.3960797,East Suffolk District
3742,-2.411878,51.004364,South Somerset District
3743,0.5698234,51.9059857,Braintree District
3744,-1.0499572,52.6290726,Harborough District
3745,-1.2006812,54.5521839,Middlesbrough (B)
3746,-1.2237569,54.5591014,Middlesbrough (B)
3747,-1.3981311,54.9802123,South Tyneside District (B)
3748,-1.921672,52.466646,Birmingham District (B)
3749,-1.5228149,52.3987554,Coventry District (B)
3750,-1.965458,52.460242,Birmingham District (B)
3751,-2.022993,53.953658,Bradford District (B)
3752,-1.9139479,52.6379576,Lichfield District
3753,-1.9646955,52.6041921,Walsall District (B)
3754,-2.1406079,52.5835768,City of Wolverhampton District (B)
3755,-2.1271588,52.5669608,City of Wolverhampton District (B)
3756,-1.0975798,52.6085199,City of Leicester (B)
3757,-1.3427004,51.1522088,Winchester District (B)
3758,-0.399174,50.814733,Worthing District (B)
3759,-0.9391184,53.2639531,Bassetlaw District
3760,1.4855425,52.8468374,North Norfolk District
3761,-0.1838475,50.831688,The City of Brighton and Hove (B)
3762,-0.1520576,50.8559837,The City of Brighton and Hove (B)
3763,-3.5263889,50.4849634,Torbay (B)
3764,-1.3445091,53.4254688,Rotherham District (B)
3765,-1.577764,51.127683,Wiltshire
3766,-1.7854109,51.1745213,Wiltshire
3767,-0.1655514,53.9111982,East Riding of Yorkshire
3768,-0.6427401,50.7895096,Arun District
3769,-3.417311,50.821866,Mid Devon District
3770,-2.8832249,53.4217512,Liverpool District (B)
3771,-5.0904687,50.0490661,Cornwall
3772,1.078515,51.074291,Folkestone and Hythe District
3773,-5.414429,50.182436,Cornwall
3774,-1.8073397,50.7227849,"Bournemouth, Christchurch and Poole"
3775,0.7050194,52.20303,Babergh District
3776,-0.4099,54.289274,Scarborough District (B)
3777,-2.2264879,53.5438016,Rochdale District (B)
3778,-2.3845782,51.682345,South Gloucestershire
3779,-2.6359887,54.1110629,Lancaster District (B)
3780,0.595545,50.936417,Rother District
3781,-1.2013622,53.0349039,Gedling District (B)
3782,-1.3352864,52.5741281,Hinckley and Bosworth District (B)
3783,-2.9983117,53.8705975,Blackpool (B)
3784,-1.810957,51.073414,Wiltshire
3785,-2.2130519,53.0147238,City of Stoke-on-Trent (B)
3786,-1.030031,52.5218476,Harborough District
3787,-2.7381147,54.6511028,Allerdale District (B)
3788,-0.2935464,51.3949237,Richmond upon Thames London Boro
3789,-0.261595,51.39485,Merton London Boro
3790,-0.30069,51.401709,Richmond upon Thames London Boro
3791,-1.5196824,52.5450558,North Warwickshire District (B)
3792,-1.0781531,52.6393372,City of Leicester (B)
3793,-0.6437592,52.9164556,North Kesteven District
3794,-2.7160057,53.7777176,Preston District (B)
3795,-2.5284128,52.0553278,County of Herefordshire
3796,-4.221911,51.026736,North Devon District
3797,-1.1023275,52.6423456,City of Leicester (B)
3798,-0.5825496,53.2008691,Lincoln District (B)
3799,-3.4904403,50.5551565,Teignbridge District
3800,0.5059365,51.2694002,Maidstone District (B)
3801,-1.2887361,51.9821789,West Northamptonshire
3802,0.7859274,51.2040752,Ashford District (B)
3803,-2.278043,51.822547,Gloucester District (B)
3804,-1.582323,50.724561,New Forest District
3805,-1.152151,52.675786,City of Leicester (B)
3806,-2.985612,53.746969,Blackpool (B)
3807,-1.9560205,52.3748607,Bromsgrove District
3808,1.3514447,51.3128246,Thanet District
3809,1.3509872,51.3132425,Dover District
3810,1.2677058,51.1537145,Dover District
3811,1.2752932,51.1528005,Dover District
3812,1.237532,51.139901,Dover District
3813,1.3856103,51.3520493,Thanet District
3814,-0.397006,51.379101,Elmbridge District (B)
3815,-1.2466111,53.1065648,Gedling District (B)
3816,-0.483626,51.352962,Elmbridge District (B)
3817,-1.8272325,52.557788,Birmingham District (B)
3818,-1.8413063,52.5449073,Birmingham District (B)
3819,-3.0027547,53.3668914,Wirral District (B)
3820,-1.6015846,50.7259499,New Forest District
3821,-2.561792,51.422541,City of Bristol (B)
3822,-4.716926,50.46682,Cornwall
3823,-2.14015,52.583326,City of Wolverhampton District (B)
3824,-1.8214873,52.3993043,Solihull District (B)
3825,-1.3765592,53.6925423,Wakefield District (B)
3826,-1.2685084,53.7109288,Wakefield District (B)
3827,-1.4400561,53.5573309,Barnsley District (B)
3828,-1.3140505,53.5459789,Barnsley District (B)
3829,-2.184995,52.938,City of Stoke-on-Trent (B)
3830,-1.283053,52.4172517,Rugby District (B)
3831,-2.463089,50.604253,Dorset
3832,-1.780036,51.173774,Wiltshire
3833,-4.1336687,50.3937433,City of Plymouth (B)
3834,-1.6581452,53.5696579,Kirklees District (B)
3835,-1.8069938,53.6540665,Kirklees District (B)
3836,-1.8834484,53.6201538,Kirklees District (B)
3837,-1.8665764,53.7114918,Calderdale District (B)
3838,-1.788478,53.650296,Kirklees District (B)
3839,-1.778507,53.63605,Kirklees District (B)
3840,-1.7550391,53.6432756,Kirklees District (B)
3841,-1.7363201,53.6396945,Kirklees District (B)
3842,-1.8745073,53.7346267,Calderdale District (B)
3843,-1.9017885,53.7236777,Calderdale District (B)
3844,-1.7963957,53.6366568,Kirklees District (B)
3845,-1.7942414,53.6505039,Kirklees District (B)
3846,-0.3121347,52.9817922,North Kesteven District
3847,-0.7573677,53.3719752,West Lindsey District
3848,-1.7711827,50.7624833,"Bournemouth, Christchurch and Poole"
3849,-1.9399806,52.4309814,Birmingham District (B)
3850,-0.562267,51.327102,Woking District (B)
3851,-1.1651311,52.5759189,Blaby District
3852,-1.1570413,52.5976356,City of Leicester (B)
3853,-1.143809,52.6099469,City of Leicester (B)
3854,-0.9753925,50.7900275,Havant District (B)
3855,1.5748915,52.714468,North Norfolk District
3856,1.6357471,52.7033557,Great Yarmouth District (B)
3857,1.5453029,52.6573042,Broadland District
3858,-2.105768,52.610286,City of Wolverhampton District (B)
3859,-2.1311329,52.6181713,City of Wolverhampton District (B)
3860,1.1082411,51.0723704,Folkestone and Hythe District
3861,-2.136015,52.587349,City of Wolverhampton District (B)
3862,-2.0096352,52.4380775,Birmingham District (B)
3863,-1.9173457,52.4923217,Birmingham District (B)
3864,-1.8589802,52.5238303,Birmingham District (B)
3865,-1.9157933,52.4412486,Birmingham District (B)
3866,-1.96344,52.47358,Birmingham District (B)
3867,-1.832254,52.575451,Birmingham District (B)
3868,-0.253398,51.323929,Epsom and Ewell District (B)
3869,-4.817267,50.320186,Cornwall
3870,-1.5296386,52.307827,Warwick District
3871,0.7168242,52.2477815,Babergh District
3872,-2.9953481,51.2446488,Sedgemoor District
3873,-2.306618,52.130906,County of Herefordshire
3874,-3.095511,54.1858705,Barrow-in-Furness District (B)
3875,-1.79488,53.687222,Calderdale District (B)
3876,-0.249833,51.3304945,Epsom and Ewell District (B)
3877,-0.249328,51.332438,Epsom and Ewell District (B)
3878,-0.9272497,52.4767913,Harborough District
3879,-2.726906,53.381043,Halton (B)
3880,-2.321295,52.111427,County of Herefordshire
3881,-2.6595272,52.1484489,County of Herefordshire
3882,-2.5016038,51.8206189,County of Herefordshire
3883,-1.8300453,52.5360186,Birmingham District (B)
3884,-1.1638147,53.7714153,Wakefield District (B)
3885,0.3098122,50.7886817,Eastbourne District (B)
3886,0.1538974,51.0447924,Wealden District
3887,-1.79393,53.686429,Calderdale District (B)
3888,-1.965182,50.608793,Dorset
3889,-1.1509681,50.8044227,Gosport District (B)
3890,-1.838432,52.689333,Lichfield District
3891,-2.7047033,52.0533596,County of Herefordshire
3892,-1.3025738,53.6797978,Wakefield District (B)
3893,-1.3453143,52.6300114,Hinckley and Bosworth District (B)
3894,-2.56407,53.701678,Blackburn with Darwen (B)
3895,1.0663042,51.9373773,Tendring District
3896,1.0651577,51.9455286,Tendring District
3897,-2.8372459,54.079353,Lancaster District (B)
3898,-2.0489295,52.5787554,Walsall District (B)
3899,-0.8913827,52.8024347,Melton District (B)
3900,-2.5510917,51.3268479,Bath and North East Somerset
3901,-1.6585921,50.7478596,New Forest District
3902,-2.0879049,52.4660939,Sandwell District (B)
3903,0.5971673,51.5222702,Castle Point District (B)
3904,-5.5018391,50.1312857,Cornwall
3905,-4.0745131,51.0721563,North Devon District
3906,-0.8820801,50.8513743,Chichester District
3907,-4.1823064,50.4102267,City of Plymouth (B)
3908,0.4723621,50.8427404,Rother District
3909,1.1155803,52.113222,Ipswich District (B)
3910,0.9406008,52.6856553,Broadland District
3911,0.8329145,52.57062,King's Lynn and West Norfolk District (B)
3912,0.8442113,52.9550336,North Norfolk District
3913,-2.9681763,53.7369159,Sefton District (B)
3914,-1.2047826,50.956435,Winchester District (B)
3915,-0.673809,50.842215,Arun District
3916,-0.7494597,50.8489766,Chichester District
3917,0.2058302,50.7583709,Wealden District
3918,-2.8537479,51.4419794,North Somerset
3919,-2.0774902,52.9694107,Staffordshire Moorlands District
3920,-1.4735985,53.0246885,Amber Valley District (B)
3921,-1.4786969,52.525671,Nuneaton and Bedworth District (B)
3922,-2.16566,53.622152,Rochdale District (B)
3923,-1.497984,53.822714,Leeds District (B)
3924,-1.8701321,53.7130507,Calderdale District (B)
3925,-1.779494,53.635662,Kirklees District (B)
3926,-1.838891,53.633468,Kirklees District (B)
3927,-1.859099,53.7093981,Calderdale District (B)
3928,-1.250261,53.7079,Wakefield District (B)
3929,-1.6932103,53.8256634,Leeds District (B)
3930,-1.859375,53.708955,Calderdale District (B)
3931,-1.771328,53.666084,Kirklees District (B)
3932,-2.4297609,53.1018421,Cheshire East (B)
3933,-0.7085252,52.299108,North Northamptonshire
3934,-5.33242,50.128027,Cornwall
3935,0.2327492,51.3768674,Sevenoaks District
3936,-0.1668354,51.203685,Reigate and Banstead District (B)
3937,-2.284611,53.441604,Manchester District (B)
3938,-1.8900047,52.4530583,Birmingham District (B)
3939,-1.512028,52.157015,Warwick District
3940,1.251559,51.837623,Tendring District
3941,0.9732219,51.2442582,Ashford District (B)
3942,0.71154,51.354448,Swale District (B)
3943,0.6863307,51.5419644,Southend-on-Sea (B)
3944,-0.1783215,50.8266285,The City of Brighton and Hove (B)
3945,-2.5774171,52.5042725,Shropshire
3946,-2.0644033,52.3591184,Bromsgrove District
3947,-1.9621405,52.7091059,Cannock Chase District
3948,-2.0382869,53.1051025,Staffordshire Moorlands District
